player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Tobias Strobl,33,['Germany'],DM,€500k,FC Augsburg,Retired,-,23/24
André Hahn,32,['Germany'],RW,€1.20m,FC Augsburg,Career break,-,23/24
Daniel Caligiuri,35,"['Italy', 'Germany']",RW,€600k,FC Augsburg,Without Club,-,23/24
Serhou Guirassy,27,"['Guinea', 'France']",CF,€14.00m,Stade Rennais FC,VfB Stuttgart,€9.00m,23/24
Jovan Milosevic,17,['Serbia'],CF,€500k,FK Vojvodina Novi Sad,VfB Stuttgart,€1.20m,23/24
Maximilian Mittelstädt,26,['Germany'],LB,€2.00m,Hertha BSC,VfB Stuttgart,€500k,23/24
Matej Maglica,24,['Croatia'],CB,€1.00m,FC St. Gallen 1879,VfB Stuttgart,€450k,23/24
Wataru Endo,30,['Japan'],DM,€6.50m,VfB Stuttgart,Liverpool FC,€20.00m,23/24
Konstantinos Mavropanos,25,['Greece'],CB,€15.00m,VfB Stuttgart,West Ham United,€20.00m,23/24
Borna Sosa,25,"['Croatia', 'Germany']",LB,€12.00m,VfB Stuttgart,Ajax Amsterdam,€8.00m,23/24
Mateo Klimowicz,23,"['Argentina', 'Germany']",AM,€2.00m,VfB Stuttgart,Atlético de San Luis,€750k,23/24
Alou Kuol,22,"['Australia', 'Southern Sudan']",CF,€300k,VfB Stuttgart,Central Coast Mariners,€200k,23/24
Antonis Aidonis,22,"['Germany', 'Greece']",CB,€350k,VfB Stuttgart,Aris Thessaloniki,free transfer,23/24
Clinton Mola,22,"['England', 'DR Congo']",CB,€500k,VfB Stuttgart,Reading FC,free transfer,23/24
Tanguy Coulibaly,22,"['France', ""Cote d'Ivoire""]",RW,€2.50m,VfB Stuttgart,Without Club,-,23/24
Marvin Pieringer,23,['Germany'],CF,€2.00m,FC Schalke 04,1.FC Heidenheim 1846,€1.80m,23/24
Nikola Dovedan,28,['Austria'],SS,€600k,Austria Vienna,1.FC Heidenheim 1846,free transfer,23/24
Benedikt Gimber,26,['Germany'],CB,€1.50m,SSV Jahn Regensburg,1.FC Heidenheim 1846,free transfer,23/24
Omar Traoré,25,"['Germany', 'Togo']",RB,€400k,VfL Osnabrück,1.FC Heidenheim 1846,free transfer,23/24
Andreas Geipl,31,['Germany'],DM,€350k,1.FC Heidenheim 1846,SSV Jahn Regensburg,free transfer,23/24
Marvin Rittmüller,24,['Germany'],RB,€350k,1.FC Heidenheim 1846,Eintracht Braunschweig,free transfer,23/24
Mert Arslan,19,['Germany'],AM,€50k,1.FC Heidenheim 1846,1. FC Lokomotive Leipzig,free transfer,23/24
Merveille Biankadi,28,"['Germany', 'DR Congo']",RW,€300k,1.FC Heidenheim 1846,Arminia Bielefeld,free transfer,23/24
Dzenis Burnic,25,"['Bosnia-Herzegovina', 'Germany']",RM,€550k,1.FC Heidenheim 1846,Karlsruher SC,free transfer,23/24
Melvin Ramusovic,22,"['Bosnia-Herzegovina', 'Germany']",DM,€150k,1.FC Heidenheim 1846,Stuttgarter Kickers,free transfer,23/24
Christoph Klarer,23,['Austria'],CB,€2.20m,Fortuna Düsseldorf,SV Darmstadt 98,€2.30m,23/24
Fraser Hornby,23,"['Scotland', 'England']",CF,€1.00m,Stade Reims,SV Darmstadt 98,€1.80m,23/24
Andreas Müller,22,['Germany'],DM,€1.00m,1.FC Magdeburg,SV Darmstadt 98,free transfer,23/24
Fabian Nürnberger,23,"['Bulgaria', 'Germany']",LM,€1.20m,1.FC Nuremberg,SV Darmstadt 98,free transfer,23/24
Frank Ronstadt,26,"['Germany', 'Ghana']",RB,€550k,SV Darmstadt 98,1.FC Kaiserslautern,€50k,23/24
Philipp Sonn,18,['Germany'],LB,€100k,SV Darmstadt 98,VfR Wormatia Worms,free transfer,23/24
Yassin Ben Balla,27,"['France', 'Morocco']",DM,€350k,SV Darmstadt 98,SV Sandhausen,free transfer,23/24
Keanan Bennetts,24,"['Germany', 'England']",LM,€500k,SV Darmstadt 98,SV Wehen Wiesbaden,free transfer,23/24
André Leipold,21,"['Philippines', 'Germany']",RW,€150k,SV Darmstadt 98,SV Lafnitz,free transfer,23/24
Antonis Makatounakis,19,['Greece'],GK,€150k,SV Darmstadt 98,AO Giouchtas,free transfer,23/24
Nemanja Celic,24,['Austria'],DM,€300k,SV Darmstadt 98,SV Ried,free transfer,23/24
Steve Kroll,26,['Germany'],GK,€125k,SV Darmstadt 98,Retired,-,23/24
