player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Ahmed Hassan,32,"['Egypt', 'Portugal']",CF,€800k,Le Havre AC,Al-Ettifaq FC,free transfer,25/26
Aloïs Confais,28,['France'],DM,€150k,Le Havre AC,Ethnikos Achnas,free transfer,25/26
Yann Kitala,27,"['DR Congo', 'France']",CF,€400k,Le Havre AC,FC Vizela,free transfer,25/26
Kandet Diawara,25,"['Guinea', 'France']",LW,€400k,Le Havre AC,1.FC Magdeburg,?,25/26
Ruben Londja,19,['Switzerland'],RW,-,Le Havre AC,FC Sion U21,?,25/26
Fodé Ballo-Touré,28,"['Senegal', 'France']",LB,€1.20m,Le Havre AC,Without Club,-,25/26
André Ayew,35,"['Ghana', 'France']",CF,€600k,Le Havre AC,Without Club,-,25/26
Mathieu Gorgelin,34,['France'],GK,€300k,Le Havre AC,Without Club,-,25/26
Arthur Desmas,31,['France'],GK,€1.20m,Le Havre AC,Without Club,-,25/26
Daler Kuzyaev,32,['Russia'],CM,€3.50m,Le Havre AC,Without Club,-,25/26
Arsène Kouassi,20,"['Burkina Faso', ""Cote d'Ivoire""]",LB,€1.50m,AC Ajaccio,FC Lorient,€1.20m,25/26
Noah Cadiou,26,"['Guadeloupe', 'France']",CM,€1.20m,Rodez AF,FC Lorient,€1.00m,25/26
Bingourou Kamara,28,"['Senegal', 'France']",GK,€800k,Pau FC,FC Lorient,free transfer,25/26
Yoann Cathline,22,['France'],LW,€8.00m,FC Lorient,FC Utrecht,€2.80m,25/26
Julien Laporte,31,['France'],CB,€1.20m,FC Lorient,Montpellier HSC,free transfer,25/26
Isaac James,20,['Nigeria'],LB,€150k,FC Lorient,FC Alverca,free transfer,25/26
Stéphane Diarra,26,"[""Cote d'Ivoire"", 'France']",RW,€800k,FC Lorient,FC Alverca,free transfer,25/26
Julien Ponceau,24,"['France', 'Angola']",AM,€4.00m,FC Lorient,Real Valladolid CF,free transfer,25/26
Gédéon Kalulu,27,"['DR Congo', 'France']",RB,€2.00m,FC Lorient,Aris Limassol,?,25/26
Siriné Doucouré,23,"['Mali', 'France']",CF,€600k,FC Lorient,TOP Oss,?,25/26
Otávio,23,['Brazil'],CB,€10.00m,FC Porto,Paris FC,€17.00m,25/26
Nhoa Sangui,19,"['France', 'Congo']",LB,€2.50m,Stade Reims,Paris FC,€9.50m,25/26
Willem Geubbels,24,"['France', 'Netherlands']",CF,€10.00m,FC St. Gallen 1879,Paris FC,€9.00m,25/26
Hamari Traoré,33,['Mali'],RB,€2.00m,Real Sociedad,Paris FC,€4.50m,25/26
Jonathan Ikoné,27,"['France', 'DR Congo']",RW,€7.00m,ACF Fiorentina,Paris FC,€2.00m,25/26
Thibault De Smet,27,['Belgium'],LB,€2.50m,Stade Reims,Paris FC,€1.50m,25/26
Kevin Trapp,35,['Germany'],GK,€2.50m,Eintracht Frankfurt,Paris FC,€1.00m,25/26
Josias Lukembila,25,"['Switzerland', 'DR Congo']",LW,€400k,Paris FC,FC Sion,free transfer,25/26
Andy Pembélé,25,"['France', 'DR Congo']",RW,€50k,Paris FC,Football Bourg-en-Bresse Péronnas 01,free transfer,25/26
Jules Gaudin,25,['France'],LB,€700k,Paris FC,Royal Charleroi SC,?,25/26
Thomas Himeur,24,"['France', 'Algeria']",GK,-,Paris FC,Without Club,-,25/26
Jonathan Fischer,23,['Denmark'],GK,€3.50m,Fredrikstad FK,FC Metz,€3.00m,25/26
Terry Yegbe,24,['Ghana'],CB,€2.50m,IF Elfsborg,FC Metz,€2.60m,25/26
Michel Mboula,22,['Gabon'],CB,€1.20m,Sanliurfaspor,FC Metz,€150k,25/26
Yannis Lawson,20,['Belgium'],LB,€300k,RFC Seraing,FC Metz,free transfer,25/26
Habib Diallo,30,"['Senegal', 'France']",CF,€6.50m,Al-Shabab FC,FC Metz,free transfer,25/26
Jean-Philippe Gbamin,29,"[""Cote d'Ivoire"", 'France']",CB,€2.00m,FC Zürich,FC Metz,free transfer,25/26
Fodé Ballo-Touré,28,"['Senegal', 'France']",LB,€1.20m,Without Club,FC Metz,-,25/26
Ousmane Ba,23,['Senegal'],GK,€150k,Without Club,FC Metz,-,25/26
Arthur Atta,22,"['France', 'Benin']",CM,€8.00m,FC Metz,Udinese Calcio,€8.00m,25/26
Papa Amadou Diallo,21,['Senegal'],LW,€4.00m,FC Metz,Norwich City,€5.00m,25/26
Fali Candé,27,"['Guinea-Bissau', 'Portugal']",CB,€2.50m,FC Metz,Venezia FC,€1.90m,25/26
Aboubacar Lô,25,['Senegal'],CB,€300k,FC Metz,Amiens SC,free transfer,25/26
Othmane Chraibi,22,['Morocco'],DM,€200k,FC Metz,Raja Club Athletic,free transfer,25/26
Alexandre Oukidja,36,"['Algeria', 'France']",GK,€250k,FC Metz,FK IMT Belgrad,free transfer,25/26
Ablie Jallow,26,['The Gambia'],RM,€1.50m,FC Metz,Servette FC,free transfer,25/26
Benjamin Tetteh,27,['Ghana'],CF,€1.00m,FC Metz,NK Maribor,?,25/26
Ousmane Ba,23,['Senegal'],GK,€150k,FC Metz,Without Club,-,25/26
Ismaël Traoré,38,"[""Cote d'Ivoire"", 'France']",CB,€200k,FC Metz,Without Club,-,25/26
