player_name,player_age,player_nationality,player_position,market_value,from_club,to_club,transfer_fee,transfer_season
Jakub Jankto,29,['Czech Republic'],LM,€800k,Cagliari Calcio,Retired,-,25/26
Matija Frigan,22,['Croatia'],CF,€7.50m,KVC Westerlo,Parma Calcio 1913,€9.00m,25/26
Christian Ordóñez,20,"['Argentina', 'Paraguay']",CM,€7.00m,CA Vélez Sarsfield,Parma Calcio 1913,€8.50m,25/26
Oliver Sørensen,23,['Denmark'],CM,€7.00m,FC Midtjylland,Parma Calcio 1913,€8.00m,25/26
Mariano Troilo,22,['Argentina'],CB,€4.00m,Club Atlético Belgrano,Parma Calcio 1913,€7.20m,25/26
Abdoulaye Ndiaye,23,['Senegal'],CB,€4.00m,ESTAC Troyes,Parma Calcio 1913,€6.50m,25/26
Sascha Britschgi,18,"['Switzerland', 'Cameroon']",RB,€100k,FC Luzern,Parma Calcio 1913,€3.50m,25/26
Vicente Guaita,38,['Spain'],GK,€400k,Without Club,Parma Calcio 1913,-,25/26
Giovanni Leoni,18,['Italy'],CB,€18.00m,Parma Calcio 1913,Liverpool FC,€31.00m,25/26
Dennis Man,26,['Romania'],RW,€10.00m,Parma Calcio 1913,PSV Eindhoven,€8.50m,25/26
Valentin Mihăilă,25,['Romania'],LW,€3.00m,Parma Calcio 1913,Caykur Rizespor,€2.00m,25/26
Antoine Hainaut,23,['France'],RB,€1.00m,Parma Calcio 1913,Venezia FC,€550k,25/26
Drissa Camara,23,"[""Cote d'Ivoire"", 'Italy']",CM,€1.50m,Parma Calcio 1913,Gaziantep FK,free transfer,25/26
Gabriel Charpentier,26,"['Congo', 'France']",CF,€1.30m,Parma Calcio 1913,Cracovia,free transfer,25/26
Yordan Osorio,31,['Venezuela'],CB,€1.50m,Parma Calcio 1913,Deportivo La Guaira,free transfer,25/26
Anas Haj Mohamed,20,"['Tunisia', 'Morocco']",RW,€1.80m,Parma Calcio 1913,Beerschot VA,?,25/26
Richard Marcone,32,"['Italy', 'Romania']",GK,€250k,Parma Calcio 1913,Without Club,-,25/26
Jamil Siebert,23,['Germany'],CB,€4.00m,Fortuna Düsseldorf,US Lecce,€5.50m,25/26
Nikola Stulic,23,"['Serbia', 'Croatia']",CF,€4.00m,Royal Charleroi SC,US Lecce,€5.00m,25/26
Álex Sala,24,['Spain'],CM,€1.00m,Córdoba CF,US Lecce,€1.50m,25/26
Milos Jovic,19,['Serbia'],CF,€500k,FK IMT Belgrad,US Lecce,€1.00m,25/26
Christ-Owen Kouassi,22,"[""Cote d'Ivoire"", 'France']",RB,€2.00m,Stade Lavallois,US Lecce,€1.00m,25/26
Corrie Ndaba,25,"['Ireland', 'Ghana']",LB,€350k,Kilmarnock FC,US Lecce,€930k,25/26
Matías Pérez,20,['Chile'],CB,€300k,Curicó Unido,US Lecce,€525k,25/26
Federico Baschirotto,28,['Italy'],CB,€3.60m,US Lecce,US Cremonese,€3.00m,25/26
Pablo Rodríguez,23,['Spain'],AM,€1.80m,US Lecce,Lech Poznan,€1.20m,25/26
Daniel Samek,21,['Czech Republic'],CM,€700k,US Lecce,SK Artis Brno,€300k,25/26
Mats Lemmens,23,['Belgium'],CB,€500k,US Lecce,RWDM Brussels,free transfer,25/26
Ante Rebić,31,['Croatia'],LW,€1.00m,US Lecce,HNK Hajduk Split,free transfer,25/26
Joel Voelkerling Persson,22,['Sweden'],CF,€300k,US Lecce,Östers IF,?,25/26
Marco Bleve,29,['Italy'],GK,€400k,US Lecce,Carrarese Calcio 1908,?,25/26
Rémi Oudin,28,['France'],AM,€1.50m,US Lecce,US Catanzaro,?,25/26
Joan González,23,['Spain'],CM,-,US Lecce,Retired,-,25/26
Nicola Sansone,33,"['Italy', 'Germany']",LW,€400k,US Lecce,Without Club,-,25/26
Jeppe Corfitzen,20,['Denmark'],RW,€250k,US Lecce,Without Club,-,25/26
Lovro Herceg,20,['Croatia'],GK,-,US Lecce,Without Club,-,25/26
Jay Idzes,25,"['Indonesia', 'Netherlands']",CB,€7.50m,Venezia FC,US Sassuolo,€8.00m,25/26
Tarik Muharemović,22,"['Bosnia-Herzegovina', 'Slovenia']",CB,€7.00m,Juventus Next Gen,US Sassuolo,€3.00m,25/26
Fali Candé,27,"['Guinea-Bissau', 'Portugal']",CB,€2.50m,Venezia FC,US Sassuolo,€3.00m,25/26
Patrick Nuamah,19,"['Italy', 'Ghana']",LW,€1.50m,Brescia Calcio (- 2025),US Sassuolo,free transfer,25/26
Nemanja Matić,37,"['Serbia', 'Slovakia']",DM,€2.00m,Olympique Lyon,US Sassuolo,free transfer,25/26
Uros Racic,27,['Serbia'],DM,€3.50m,US Sassuolo,Aris Thessaloniki,€3.00m,25/26
Emil Konradsen Ceide,23,"['Norway', 'Haiti']",LW,€2.00m,US Sassuolo,Rosenborg BK,€1.50m,25/26
Andrei Mărginean,23,['Romania'],DM,€450k,US Sassuolo,FC Dinamo 1948,€450k,25/26
Pedro Obiang,33,"['Equatorial Guinea', 'Spain']",CM,€450k,US Sassuolo,AC Monza,free transfer,25/26
Jeremy Toljan,30,"['Germany', 'United States']",RB,€2.40m,US Sassuolo,Levante UD,free transfer,25/26
Salim Abubakar,22,"['Niger', 'Ghana']",CM,€25k,US Sassuolo,KF Skënderbeu,?,25/26
Andrea Consigli,38,['Italy'],GK,€250k,US Sassuolo,Without Club,-,25/26
İsak Vural,19,"['Türkiye', 'Sweden']",CM,€4.50m,Frosinone Calcio,Pisa Sporting Club,€4.50m,25/26
Henrik Meister,21,"['Denmark', 'Cameroon']",CF,€2.80m,Stade Rennais FC,Pisa Sporting Club,€4.00m,25/26
Mateus Lusuardi,21,"['Brazil', 'Italy']",CB,€400k,Frosinone Calcio,Pisa Sporting Club,€500k,25/26
Jeremy Mbambi,17,['Belgium'],CB,-,KAA Gent U18,Pisa Sporting Club,€500k,25/26
Giacomo Maucci,18,['Italy'],AM,-,Brescia Primavera,Pisa Sporting Club,free transfer,25/26
Raúl Albiol,39,['Spain'],CB,€1.00m,Without Club,Pisa Sporting Club,-,25/26
Christian Sussi,24,['Italy'],RB,€100k,Pisa Sporting Club,US Pianese,free transfer,25/26
Lisandru Tramoni,22,"['France', 'Italy']",RW,€700k,Pisa Sporting Club,FC Zürich,free transfer,25/26
Edgaras Dubickas,27,['Lithuania'],CF,€250k,Pisa Sporting Club,Ternana Calcio,free transfer,25/26
Adrian Rus,29,"['Romania', 'Hungary']",CB,€1.20m,Pisa Sporting Club,CS Universitatea Craiova,free transfer,25/26
Bamba Susso,22,['The Gambia'],CF,€250k,Pisa Sporting Club,First Vienna FC,?,25/26
Alessandro Livieri,28,['Italy'],GK,€200k,Pisa Sporting Club,FC Pro Vercelli 1892,?,25/26
Mattia Leoncini,20,['Italy'],CM,€100k,Pisa Sporting Club,Without Club,-,25/26
Jari Vandeputte,29,['Belgium'],CM,€3.20m,US Catanzaro,US Cremonese,€3.30m,25/26
Giuseppe Pezzella,27,['Italy'],LB,€2.50m,FC Empoli,US Cremonese,€2.00m,25/26
Andrea Fulignati,30,['Italy'],GK,€1.20m,US Catanzaro,US Cremonese,€1.40m,25/26
Lapo Nava,21,['Italy'],GK,€100k,Milan Futuro,US Cremonese,free transfer,25/26
Alberto Grassi,30,['Italy'],DM,€1.80m,FC Empoli,US Cremonese,free transfer,25/26
Jamie Vardy,38,['England'],CF,€1.00m,Leicester City,US Cremonese,free transfer,25/26
Marco Silvestri,34,['Italy'],GK,€500k,FC Empoli,US Cremonese,free transfer,25/26
Andreas Jungdal,23,['Denmark'],GK,€1.50m,US Cremonese,KVC Westerlo,€1.00m,25/26
Charles Pickel,28,"['DR Congo', 'Switzerland']",DM,€2.40m,US Cremonese,RCD Espanyol Barcelona,€1.00m,25/26
Luka Lochoshvili,27,['Georgia'],CB,€500k,US Cremonese,1.FC Nuremberg,€1.00m,25/26
Mouhamadou Sarr,28,"['Senegal', 'Italy']",GK,€250k,US Cremonese,Spezia Calcio,€200k,25/26
Joshua Tenkorang,25,"['Italy', 'Ghana']",CM,€175k,US Cremonese,Ravenna FC,free transfer,25/26
Alberto Basso Ricci,21,['Italy'],CF,€75k,US Cremonese,Arzignano Valchiampo,free transfer,25/26
Marco Zunno,24,['Italy'],LW,€200k,US Cremonese,FC Crotone,free transfer,25/26
César Falletti,32,"['Uruguay', 'Italy']",AM,€500k,US Cremonese,Mantova 1911,free transfer,25/26
Luca Munaretti,23,['Italy'],CB,€100k,US Cremonese,Virtusvecomp Verona,free transfer,25/26
Zan Majer,32,['Slovenia'],CM,€300k,US Cremonese,Mantova 1911,free transfer,25/26
Jakob Tånnander,25,['Sweden'],GK,€700k,US Cremonese,SC Farense,free transfer,25/26
Maissa Ndiaye,23,['Senegal'],CB,€100k,US Cremonese,FC Lumezzane,?,25/26
Michele Castagnetti,35,['Italy'],DM,€350k,US Cremonese,Cesena FC,?,25/26
Paulo Azzi,31,"['Brazil', 'Syria']",LM,€800k,US Cremonese,AC Monza,?,25/26
Luca Ravanelli,28,['Italy'],CB,€1.60m,US Cremonese,AC Monza,?,25/26
Giacomo Quagliata,25,['Italy'],LB,€1.20m,US Cremonese,Deportivo de La Coruña,?,25/26
Andrea Bertolacci,34,['Italy'],CM,-,US Cremonese,Retired,-,25/26
